BigBench-Hard,IFEval,MathLvl5,MMLU_Pro,MuSR,model,timestamp
0.5195278597465718,0.3659889094269871,0.06570996978851963,0.31441156914893614,0.44576719576719576,Stark2008/VisFlamCat,2024-07-26T06-27-13.378290
0.5092865821905919,0.36044362292051757,0.055891238670694864,0.3093417553191489,0.4603174603174603,Stark2008/LayleleFlamPi,2024-10-24T00-00-00.000000
0.5092865821905919,0.36044362292051757,0.055891238670694864,0.3093417553191489,0.4603174603174603,Stark2008/LayleleFlamPi,2024-07-30T04-09-45.894712
0.5190071168199966,0.35489833641404805,0.07175226586102719,0.31058843085106386,0.46164021164021163,Stark2008/GutenLaserPi,2024-10-24T00-00-00.000000
0.5190071168199966,0.35489833641404805,0.07175226586102719,0.31058843085106386,0.46164021164021163,Stark2008/GutenLaserPi,2024-07-26T06-17-13.477739
0.507203610484291,0.7393715341959335,0.1691842900302115,0.3780751329787234,0.3835978835978836,Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,2024-10-24T00-00-00.000000
0.507203610484291,0.7393715341959335,0.1691842900302115,0.3780751329787234,0.3835978835978836,Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,2024-09-02T17-57-37.858974
0.5054678007290401,0.7412199630314233,0.13821752265861026,0.37898936170212766,0.3862433862433862,Orenguteng/Llama-3.1-8B-Lexi-Uncensored,2024-10-24T00-00-00.000000
0.5054678007290401,0.7412199630314233,0.13821752265861026,0.37898936170212766,0.3862433862433862,Orenguteng/Llama-3.1-8B-Lexi-Uncensored,2024-08-12T10-51-20.647857
0.5986807845860094,0.2920517560073937,0.03927492447129909,0.4681682180851064,0.48148148148148145,AbacusResearch/Jallabi-34B,2024-10-24T00-00-00.000000
0.5986807845860094,0.2920517560073937,0.03927492447129909,0.4681682180851064,0.48148148148148145,AbacusResearch/Jallabi-34B,2024-07-30T05-45-04.496708
0.503037667071689,0.4121996303142329,0.03172205438066465,0.2677859042553192,0.4973544973544973,Intel/neural-chat-7b-v3-1,2024-10-24T00-00-00.000000
0.503037667071689,0.4121996303142329,0.03172205438066465,0.2677859042553192,0.4973544973544973,Intel/neural-chat-7b-v3-1,2024-06-16T21-34-40.502773
0.5023433431695886,0.21626617375231053,0.02190332326283988,0.26986369680851063,0.5052910052910053,Intel/neural-chat-7b-v3,2024-10-24T00-00-00.000000
0.5023433431695886,0.21626617375231053,0.02190332326283988,0.26986369680851063,0.5052910052910053,Intel/neural-chat-7b-v3,2024-06-16T20-41-03.719929
0.4856795695191807,0.4177449168207024,0.006797583081570997,0.2624667553191489,0.48544973544973546,Intel/neural-chat-7b-v3-3,2024-10-24T00-00-00.000000
0.4856795695191807,0.4177449168207024,0.006797583081570997,0.2624667553191489,0.48544973544973546,Intel/neural-chat-7b-v3-3,2024-06-17T11-36-02.629831
0.5006075334143378,0.44731977818853974,0.045317220543806644,0.26670545212765956,0.4894179894179894,Intel/neural-chat-7b-v3-2,2024-10-24T00-00-00.000000
0.5006075334143378,0.44731977818853974,0.045317220543806644,0.26670545212765956,0.4894179894179894,Intel/neural-chat-7b-v3-2,2024-06-16T20-37-19.731433
0.43065440027772955,0.1589648798521257,0.0324773413897281,0.30302526595744683,0.3941798941798942,awnr/Mistral-7B-v0.1-signtensors-7-over-16,2024-10-24T00-00-00.000000
0.28762367644506165,0.0,0.0,0.11660571808510638,0.35714285714285715,awnr/Mistral-7B-v0.1-signtensors-7-over-16,2024-07-22T12-06-34.816385
0.43065440027772955,0.1589648798521257,0.0324773413897281,0.30302526595744683,0.3941798941798942,awnr/Mistral-7B-v0.1-signtensors-7-over-16,2024-07-30T04-39-46.329591
0.4289185905224787,0.17190388170055454,0.027945619335347432,0.30011635638297873,0.38095238095238093,awnr/Mistral-7B-v0.1-signtensors-3-over-8,2024-10-24T00-00-00.000000
0.28762367644506165,0.0,0.0,0.11660571808510638,0.35714285714285715,awnr/Mistral-7B-v0.1-signtensors-3-over-8,2024-07-22T12-20-06.525011
0.4289185905224787,0.17190388170055454,0.027945619335347432,0.30011635638297873,0.38095238095238093,awnr/Mistral-7B-v0.1-signtensors-3-over-8,2024-07-30T04-43-08.903978
0.41103975004339527,0.1478743068391867,0.02190332326283988,0.29579454787234044,0.36772486772486773,awnr/Mistral-7B-v0.1-signtensors-5-over-16,2024-10-24T00-00-00.000000
0.41103975004339527,0.1478743068391867,0.02190332326283988,0.29579454787234044,0.36772486772486773,awnr/Mistral-7B-v0.1-signtensors-5-over-16,2024-07-30T04-39-24.547962
0.34941850373199096,0.14602587800369685,0.022658610271903322,0.2310505319148936,0.34523809523809523,awnr/Mistral-7B-v0.1-signtensors-1-over-4,2024-08-12T11-14-32.436955
0.28762367644506165,0.0,0.0,0.11660571808510638,0.35714285714285715,awnr/Mistral-7B-v0.1-signtensors-1-over-4,2024-07-22T12-11-38.418833
0.34941850373199096,0.14602587800369685,0.022658610271903322,0.2310505319148936,0.34523809523809523,awnr/Mistral-7B-v0.1-signtensors-1-over-4,2024-10-24T00-00-00.000000
0.442110744662385,0.15526802218114602,0.027190332326283987,0.2999501329787234,0.3994708994708995,awnr/Mistral-7B-v0.1-signtensors-1-over-2,2024-10-24T00-00-00.000000
0.442110744662385,0.15526802218114602,0.027190332326283987,0.2999501329787234,0.3994708994708995,awnr/Mistral-7B-v0.1-signtensors-1-over-2,2024-08-12T11-17-22.062147
0.28762367644506165,0.0,0.0,0.11660571808510638,0.35714285714285715,awnr/Mistral-7B-v0.1-signtensors-1-over-2,2024-07-22T11-56-44.683173
0.442110744662385,0.15526802218114602,0.027190332326283987,0.29911901595744683,0.3994708994708995,awnr/Mistral-7B-v0.1-signtensors-1-over-2,2024-08-01T04-05-16.907533
0.28762367644506165,0.0,0.0,0.11660571808510638,0.35714285714285715,awnr/Mistral-7B-v0.1-signtensors-1-over-2,2024-07-30T04-37-29.213350
0.2997743447318174,0.10166358595194085,0.0,0.11361369680851063,0.36507936507936506,Felladrin/Llama-160M-Chat-v1,2024-07-25T09-54-15.757000
0.2997743447318174,0.10166358595194085,0.0,0.11361369680851063,0.36507936507936506,Felladrin/Llama-160M-Chat-v1,2024-10-24T00-00-00.000000
0.2916160388821385,0.08687615526802218,0.0,0.11328125,0.373015873015873,Felladrin/Minueza-32M-UltraChat,2024-10-24T00-00-00.000000
0.2916160388821385,0.08687615526802218,0.0,0.11328125,0.373015873015873,Felladrin/Minueza-32M-UltraChat,2024-07-25T11-01-21.538263
0.5186599548689463,0.7707948243992606,0.1623867069486405,0.3812333776595745,0.4021164021164021,akjindal53244/Llama-3.1-Storm-8B,2024-10-27T17-09-19.126163
0.49106057976045825,0.6987060998151571,0.13293051359516617,0.3547207446808511,0.37037037037037035,akjindal53244/Llama-3.1-8B-Instruct-FT_01,2024-08-12T11-27-44.670379
0.49106057976045825,0.6987060998151571,0.13293051359516617,0.3547207446808511,0.37037037037037035,akjindal53244/Llama-3.1-8B-Instruct-FT_01,2024-10-24T00-00-00.000000
0.5160562402360701,0.40850277264325324,0.0,0.3156582446808511,0.4007936507936508,kekmodel/StopCarbon-10.7B-v5,2024-07-30T05-41-13.067150
0.5160562402360701,0.40850277264325324,0.0,0.3156582446808511,0.4007936507936508,kekmodel/StopCarbon-10.7B-v5,2024-10-24T00-00-00.000000
0.5349765665683042,0.23475046210720887,0.02945619335347432,0.4015957446808511,0.4417989417989418,brgx53/3Blareneg-ECE-PRYMMAL-Martial,2024-10-24T00-00-00.000000
0.5349765665683042,0.23475046210720887,0.02945619335347432,0.4015957446808511,0.4417989417989418,brgx53/3Blareneg-ECE-PRYMMAL-Martial,2024-10-23T18-23-08.430606
0.5443499392466585,0.2513863216266174,0.11555891238670694,0.3933676861702128,0.4365079365079365,brgx53/3Bgeneral-ECE-PRYMMAL-Martial,2024-10-24T00-00-00.000000
0.5443499392466585,0.2513863216266174,0.11555891238670694,0.3933676861702128,0.4365079365079365,brgx53/3Bgeneral-ECE-PRYMMAL-Martial,2024-10-23T18-20-09.558746
0.6670716889428918,0.7726432532347505,0.2681268882175227,0.5074800531914894,0.4351851851851852,gbueno86/Meta-LLama-3-Cat-Smaug-LLama-70b,2024-07-25T07-50-20.368480
0.6670716889428918,0.7726432532347505,0.2681268882175227,0.5074800531914894,0.4351851851851852,gbueno86/Meta-LLama-3-Cat-Smaug-LLama-70b,2024-10-24T00-00-00.000000
0.6859920152751259,0.48428835489833644,0.2998489425981873,0.5196143617021277,0.4523809523809524,gbueno86/Brinebreath-Llama-3.1-70B,2024-10-24T00-00-00.000000
0.6859920152751259,0.48428835489833644,0.2998489425981873,0.5196143617021277,0.4523809523809524,gbueno86/Brinebreath-Llama-3.1-70B,2024-09-03T03-48-42.670969
0.4414164207602847,0.13493530499075784,0.013595166163141994,0.3159906914893617,0.3584656084656085,aloobun/Meta-Llama-3-7B-28Layers,2024-10-24T00-00-00.000000
0.4414164207602847,0.13493530499075784,0.013595166163141994,0.3159906914893617,0.3584656084656085,aloobun/Meta-Llama-3-7B-28Layers,2024-08-13T09-02-15.988311
0.4598160041659434,0.266173752310536,0.04380664652567976,0.2902260638297872,0.4894179894179894,uukuguy/speechless-instruct-mistral-7b-v0.2,2024-10-24T00-00-00.000000
0.4598160041659434,0.266173752310536,0.04380664652567976,0.2902260638297872,0.4894179894179894,uukuguy/speechless-instruct-mistral-7b-v0.2,2024-08-13T03-33-29.481718
0.4974830758548863,0.2975970425138632,0.02945619335347432,0.2990359042553192,0.4351851851851852,uukuguy/speechless-mistral-dolphin-orca-platypus-samantha-7b,2024-10-24T00-00-00.000000
0.4974830758548863,0.2975970425138632,0.02945619335347432,0.2990359042553192,0.4351851851851852,uukuguy/speechless-mistral-dolphin-orca-platypus-samantha-7b,2024-08-21T15-57-02.919939
0.4025342822426662,0.19038817005545286,0.01661631419939577,0.171875,0.38095238095238093,uukuguy/speechless-coder-ds-6.7b,2024-10-24T00-00-00.000000
0.4025342822426662,0.19038817005545286,0.01661631419939577,0.171875,0.38095238095238093,uukuguy/speechless-coder-ds-6.7b,2024-08-13T03-58-39.308466
0.4818607880576289,0.3955637707948244,0.014350453172205438,0.25590093085106386,0.4642857142857143,uukuguy/speechless-llama2-hermes-orca-platypus-wizardlm-13b,2024-10-24T00-00-00.000000
0.4818607880576289,0.3955637707948244,0.014350453172205438,0.25590093085106386,0.4642857142857143,uukuguy/speechless-llama2-hermes-orca-platypus-wizardlm-13b,2024-08-13T04-12-53.046407
0.46519701440722094,0.20702402957486138,0.03625377643504532,0.3094248670212766,0.42592592592592593,uukuguy/speechless-zephyr-code-functionary-7b,2024-10-24T00-00-00.000000
0.46519701440722094,0.20702402957486138,0.03625377643504532,0.3094248670212766,0.42592592592592593,uukuguy/speechless-zephyr-code-functionary-7b,2024-07-29T08-57-58.747375
0.4540878319736157,0.3049907578558225,0.04607250755287009,0.3145777925531915,0.4497354497354497,uukuguy/speechless-code-mistral-7b-v1.0,2024-10-24T00-00-00.000000
0.4540878319736157,0.3049907578558225,0.04607250755287009,0.3145777925531915,0.4497354497354497,uukuguy/speechless-code-mistral-7b-v1.0,2024-07-22T12-34-36.172307
0.4783891685471272,0.39926062846580407,0.04305135951661632,0.25423869680851063,0.3783068783068783,uukuguy/speechless-codellama-34b-v2.0,2024-08-13T05-07-15.408024
0.5191806977955216,0.44731977818853974,0.13897280966767372,0.3912067819148936,0.44312169312169314,Aryanne/SuperHeart,2024-10-24T00-00-00.000000
0.5191806977955216,0.44731977818853974,0.13897280966767372,0.3912067819148936,0.44312169312169314,Aryanne/SuperHeart,2024-09-23T11-59-42.090754
0.41971879881964935,0.3900184842883549,0.01661631419939577,0.19456449468085107,0.41798941798941797,TencentARC/LLaMA-Pro-8B-Instruct,2024-10-24T00-00-00.000000
0.41971879881964935,0.3900184842883549,0.01661631419939577,0.19456449468085107,0.41798941798941797,TencentARC/LLaMA-Pro-8B-Instruct,2024-06-19T17-32-25.908407
0.442110744662385,0.15157116451016636,0.04607250755287009,0.2471742021276596,0.35185185185185186,TencentARC/MetaMath-Mistral-Pro,2024-06-16T21-58-41.929371
0.442110744662385,0.15157116451016636,0.04607250755287009,0.2471742021276596,0.35185185185185186,TencentARC/MetaMath-Mistral-Pro,2024-10-24T00-00-00.000000
0.4516576983162645,0.1423290203327172,0.05664652567975831,0.2765126329787234,0.42328042328042326,TencentARC/Mistral_Pro_8B_v0.1,2024-10-24T00-00-00.000000
0.4516576983162645,0.1423290203327172,0.05664652567975831,0.2765126329787234,0.42328042328042326,TencentARC/Mistral_Pro_8B_v0.1,2024-06-16T22-11-08.344240
0.3447318173928137,0.17005545286506468,0.01661631419939577,0.18110039893617022,0.4007936507936508,TencentARC/LLaMA-Pro-8B,2024-10-24T00-00-00.000000
0.3447318173928137,0.17005545286506468,0.01661631419939577,0.18110039893617022,0.4007936507936508,TencentARC/LLaMA-Pro-8B,2024-06-24T14-15-02.088071
0.6719319562575942,0.7726432532347505,0.0,0.565658244680851,0.42592592592592593,tanliboy/lambda-qwen2.5-32b-dpo-test,2024-10-24T00-00-00.000000
0.6719319562575942,0.7726432532347505,0.0,0.565658244680851,0.42592592592592593,tanliboy/lambda-qwen2.5-32b-dpo-test,2024-10-07T14-01-59.393600
0.5462593299774344,0.38817005545286504,0.0,0.379155585106383,0.4007936507936508,tanliboy/lambda-gemma-2-9b-dpo,2024-09-18T14-12-23.094408
0.5478215587571602,0.16081330868761554,0.0,0.3804853723404255,0.40476190476190477,tanliboy/lambda-gemma-2-9b-dpo,2024-10-24T00-00-00.000000
0.5478215587571602,0.16081330868761554,0.0,0.3804853723404255,0.40476190476190477,tanliboy/lambda-gemma-2-9b-dpo,2024-09-18T14-38-51.671058
0.6370421801770526,0.7985212569316081,0.0,0.4847905585106383,0.4246031746031746,tanliboy/lambda-qwen2.5-14b-dpo-test,2024-10-24T00-00-00.000000
0.6370421801770526,0.7985212569316081,0.0,0.4847905585106383,0.4246031746031746,tanliboy/lambda-qwen2.5-14b-dpo-test,2024-09-27T22-59-32.436873
0.4657177573337962,0.4584103512014787,0.05740181268882175,0.31416223404255317,0.4074074074074074,Langboat/Mengzi3-8B-Chat,2024-10-24T00-00-00.000000
0.4657177573337962,0.4584103512014787,0.05740181268882175,0.31416223404255317,0.4074074074074074,Langboat/Mengzi3-8B-Chat,2024-10-21T18-12-16.951166
0.28449921888561014,0.11275415896487985,0.0,0.11012300531914894,0.37433862433862436,IDEA-CCNL/Ziya-LLaMA-13B-v1,2024-10-24T00-00-00.000000
0.28449921888561014,0.11275415896487985,0.0,0.11012300531914894,0.37433862433862436,IDEA-CCNL/Ziya-LLaMA-13B-v1,2024-06-16T18-57-04.057540
0.30289880229126886,0.10905730129390019,0.004531722054380665,0.11419547872340426,0.3492063492063492,vihangd/smart-dan-sft-v0.1,2024-10-24T00-00-00.000000
0.30289880229126886,0.10905730129390019,0.004531722054380665,0.11419547872340426,0.3492063492063492,vihangd/smart-dan-sft-v0.1,2024-09-04T11-59-50.876837
0.5983336226349593,0.7042513863216266,0.0,0.3927027925531915,0.4193121693121693,GreenNode/GreenNode-small-9B-it,2024-10-24T00-00-00.000000
0.5983336226349593,0.7042513863216266,0.0,0.3927027925531915,0.4193121693121693,GreenNode/GreenNode-small-9B-it,2024-10-15T18-33-53.861608
0.3176531852109009,0.14602587800369685,0.006042296072507553,0.11835106382978723,0.36772486772486773,PygmalionAI/pygmalion-6b,2024-10-24T00-00-00.000000
0.3176531852109009,0.14602587800369685,0.006042296072507553,0.11835106382978723,0.36772486772486773,PygmalionAI/pygmalion-6b,2024-06-25T12-06-33.290577
0.5195278597465718,0.28835489833641403,0.05664652567975831,0.32721077127659576,0.4312169312169312,Jacoby746/Inf-Silent-Kunoichi-v0.2-2x7B,2024-10-24T00-00-00.000000
0.5195278597465718,0.28835489833641403,0.05664652567975831,0.32721077127659576,0.4312169312169312,Jacoby746/Inf-Silent-Kunoichi-v0.2-2x7B,2024-09-21T17-34-30.939263
0.5089394202395418,0.2957486136783734,0.05740181268882175,0.32064494680851063,0.43386243386243384,Jacoby746/Proto-Athena-4x7B,2024-09-21T11-38-46.589723
0.5089394202395418,0.2957486136783734,0.05740181268882175,0.32064494680851063,0.43386243386243384,Jacoby746/Proto-Athena-4x7B,2024-10-24T00-00-00.000000
0.47075160562402363,0.36414048059149723,0.0581570996978852,0.30693151595744683,0.4312169312169312,Jacoby746/Proto-Harpy-Spark-v0.1-7B,2024-10-24T00-00-00.000000
0.47075160562402363,0.36414048059149723,0.0581570996978852,0.30693151595744683,0.4312169312169312,Jacoby746/Proto-Harpy-Spark-v0.1-7B,2024-10-02T03-02-43.493736
0.60006943239021,0.1534195933456562,0.07854984894259819,0.5183676861702128,0.4074074074074074,Jacoby746/Casual-Magnum-34B,2024-10-29T01-54-14.118084
0.5049470578024648,0.3068391866913124,0.0513595166163142,0.3197307180851064,0.42063492063492064,Jacoby746/Proto-Athena-v0.2-4x7B,2024-10-24T00-00-00.000000
0.5049470578024648,0.3068391866913124,0.0513595166163142,0.3197307180851064,0.42063492063492064,Jacoby746/Proto-Athena-v0.2-4x7B,2024-09-21T18-05-40.148848
0.5162298212115952,0.4269870609981516,0.0634441087613293,0.33011968085106386,0.4444444444444444,Jacoby746/Proto-Harpy-Blazing-Light-v0.1-2x7B,2024-10-24T00-00-00.000000
0.5162298212115952,0.4269870609981516,0.0634441087613293,0.33011968085106386,0.4444444444444444,Jacoby746/Proto-Harpy-Blazing-Light-v0.1-2x7B,2024-10-04T13-58-34.367841
0.5169241451136956,0.3179297597042514,0.06042296072507553,0.3271276595744681,0.42724867724867727,Jacoby746/Inf-Silent-Kunoichi-v0.1-2x7B,2024-10-24T00-00-00.000000
0.5169241451136956,0.31608133086876156,0.06042296072507553,0.3271276595744681,0.42724867724867727,Jacoby746/Inf-Silent-Kunoichi-v0.1-2x7B,2024-09-20T05-04-35.358778
0.5169241451136956,0.3179297597042514,0.06042296072507553,0.3271276595744681,0.42724867724867727,Jacoby746/Inf-Silent-Kunoichi-v0.1-2x7B,2024-09-20T05-54-00.140340
0.6891164728345773,0.6802218114602587,0.29607250755287007,0.5251828457446809,0.4576719576719577,KSU-HW-SEC/Llama3.1-70b-SVA-FT-1000step,2024-10-24T00-00-00.000000
0.6891164728345773,0.6802218114602587,0.29607250755287007,0.5251828457446809,0.4576719576719577,KSU-HW-SEC/Llama3.1-70b-SVA-FT-1000step,2024-09-14T13-17-42.155979
0.6646415552855407,0.5674676524953789,0.20090634441087613,0.5242686170212766,0.455026455026455,KSU-HW-SEC/Llama3-70b-SVA-FT-final,2024-10-24T00-00-00.000000
0.6646415552855407,0.5674676524953789,0.20090634441087613,0.5242686170212766,0.455026455026455,KSU-HW-SEC/Llama3-70b-SVA-FT-final,2024-09-14T11-20-10.542367
0.6684603367470925,0.5711645101663586,0.1933534743202417,0.522689494680851,0.4497354497354497,KSU-HW-SEC/Llama3-70b-SVA-FT-500,2024-10-24T00-00-00.000000
0.6684603367470925,0.5711645101663586,0.1933534743202417,0.522689494680851,0.4497354497354497,KSU-HW-SEC/Llama3-70b-SVA-FT-500,2024-09-14T11-12-13.877314
0.6646415552855407,0.5693160813308688,0.20090634441087613,0.5242686170212766,0.455026455026455,KSU-HW-SEC/Llama3-70b-SVA-FT-1415,2024-10-24T00-00-00.000000
0.6646415552855407,0.5693160813308688,0.20090634441087613,0.5242686170212766,0.455026455026455,KSU-HW-SEC/Llama3-70b-SVA-FT-1415,2024-09-14T11-15-52.495807
0.4943586182954348,0.38632162661737524,0.0,0.3203125,0.4193121693121693,SeaLLMs/SeaLLM-7B-v2.5,2024-10-24T00-00-00.000000
0.4943586182954348,0.38632162661737524,0.0,0.3203125,0.4193121693121693,SeaLLMs/SeaLLM-7B-v2.5,2024-07-30T05-15-11.430970
0.5235202221836487,0.3789279112754159,0.1510574018126888,0.3894614361702128,0.4166666666666667,SeaLLMs/SeaLLMs-v3-7B-Chat,2024-10-24T00-00-00.000000
0.5235202221836487,0.3789279112754159,0.1510574018126888,0.3894614361702128,0.4166666666666667,SeaLLMs/SeaLLMs-v3-7B-Chat,2024-07-30T04-59-25.493330
0.48915118902968235,0.3049907578558225,0.07401812688821752,0.30826130319148937,0.4060846560846561,SeaLLMs/SeaLLM-7B-v2,2024-10-24T00-00-00.000000
0.48915118902968235,0.3049907578558225,0.07401812688821752,0.30826130319148937,0.4060846560846561,SeaLLMs/SeaLLM-7B-v2,2024-09-18T05-18-34.985707
0.43169588613088006,0.4399260628465804,0.013595166163141994,0.33892952127659576,0.44312169312169314,saishf/Fimbulvetr-Kuro-Lotus-10.7B,2024-10-24T00-00-00.000000
0.43169588613088006,0.4399260628465804,0.013595166163141994,0.33892952127659576,0.44312169312169314,saishf/Fimbulvetr-Kuro-Lotus-10.7B,2024-08-12T22-12-20.668257
0.3155702135045999,0.08687615526802218,0.0,0.10929188829787234,0.3373015873015873,ministral/Ministral-3b-instruct,2024-10-25T11-49-54.320462
0.4856795695191807,0.4029574861367837,0.17900302114803626,0.3784906914893617,0.38756613756613756,hon9kon9ize/CantoneseLLMChat-v1.0-7B,2024-10-24T00-00-00.000000
0.4856795695191807,0.4029574861367837,0.17900302114803626,0.3784906914893617,0.38756613756613756,hon9kon9ize/CantoneseLLMChat-v1.0-7B,2024-10-10T22-45-19.580321
0.4304808193022045,0.26247689463955637,0.027945619335347432,0.2504155585106383,0.4695767195767196,hon9kon9ize/CantoneseLLMChat-v0.5,2024-10-24T00-00-00.000000
0.4304808193022045,0.26247689463955637,0.027945619335347432,0.2504155585106383,0.4695767195767196,hon9kon9ize/CantoneseLLMChat-v0.5,2024-07-22T10-23-45.830636
0.4471445929526124,0.6894639556377079,0.16314199395770393,0.3182347074468085,0.3306878306878307,piotr25691/thea-3b-25r,2024-10-24T00-00-00.000000
0.4471445929526124,0.6894639556377079,0.16314199395770393,0.3182347074468085,0.3306878306878307,piotr25691/thea-3b-25r,2024-10-12T19-57-14.288886
0.4518312792917896,0.6950092421441775,0.1336858006042296,0.3178191489361702,0.3306878306878307,piotr25691/thea-c-3b-25r,2024-10-24T00-00-00.000000
0.4518312792917896,0.6950092421441775,0.1336858006042296,0.3178191489361702,0.3306878306878307,piotr25691/thea-c-3b-25r,2024-10-17T15-47-27.815622
